PM2.5,PM10,NO2,SO2,CO,O3,AQI
254.04,246.62,105.57,3.37,1.62,79.78,203.44
147.79,254.45,78.51,45.01,0.77,98.57,152.61
156.66,258.82,184.76,82.42,2.68,144.97,212.28
96.0,255.2,12.07,78.45,2.64,125.79,157.61
174.05,225.95,171.95,52.31,2.92,108.99,205.95
100.94,394.7,50.01,26.48,3.75,74.45,196.91
16.58,295.59,170.5,47.58,4.86,61.86,178.26
85.24,313.01,32.14,57.24,4.4,9.72,174.75
6.88,350.26,118.14,99.99,0.68,57.07,119.29
293.61,94.1,178.18,65.13,1.76,128.01,215.09
289.9,42.68,97.34,70.04,1.35,60.68,175.51
121.57,198.33,150.58,50.16,0.97,71.93,141.18
219.87,210.49,161.91,36.74,2.77,44.42,206.21
107.01,333.38,148.62,81.67,2.81,44.75,188.82
202.97,183.08,185.44,50.5,1.21,13.97,170.97
242.6,232.63,92.13,99.48,3.59,94.0,235.26
284.29,215.56,38.76,46.8,3.69,69.97,233.19
123.06,24.9,14.32,8.66,0.2,92.86,74.19
236.07,249.93,53.06,68.89,2.04,84.3,202.5
83.45,332.94,32.92,6.57,4.46,120.83,190.61
297.15,71.43,113.8,26.55,2.65,113.9,209.7
12.6,241.79,41.06,36.67,1.8,116.86,107.8
183.04,241.51,12.59,74.47,1.34,77.39,162.61
199.55,74.03,12.02,50.44,1.29,56.31,129.31
207.97,58.15,167.16,4.81,0.59,140.35,150.26
40.51,392.22,120.33,62.45,4.1,12.87,182.44
281.87,163.55,74.83,42.32,0.52,27.13,172.85
58.45,98.69,179.37,92.34,1.53,65.84,112.12
188.71,76.82,18.69,50.96,0.32,94.02,117.71
70.69,270.36,196.16,71.48,3.93,6.19,178.78
95.63,247.68,125.18,23.45,0.29,109.3,129.69
166.21,260.99,40.78,76.58,1.61,86.02,169.52
128.07,44.32,137.42,72.65,2.91,75.28,142.9
52.27,358.48,153.86,90.6,2.11,66.41,166.3
55.43,161.81,88.72,5.31,1.48,80.33,102.67
128.35,132.21,173.02,45.86,1.45,28.46,134.32
228.4,190.32,34.39,68.56,4.01,20.76,204.69
269.9,162.13,59.37,11.33,4.87,47.0,230.56
29.82,346.8,23.23,42.24,1.81,107.88,132.26
120.97,372.41,46.12,94.33,0.29,90.3,157.14
34.57,128.35,51.55,44.72,0.28,74.62,67.08
9.89,346.93,183.94,98.57,3.82,87.87,181.28
200.21,314.79,20.23,7.57,2.81,86.09,201.85
182.72,373.01,88.35,72.35,3.94,49.52,234.7
53.09,105.84,108.82,58.94,3.52,19.13,120.26
73.97,235.01,180.25,51.05,4.55,135.03,197.19
11.99,117.07,199.55,97.14,4.44,91.99,148.27
251.31,331.4,151.91,14.71,3.96,106.17,266.43
292.53,12.08,194.3,89.81,2.43,72.28,204.82
44.96,230.28,158.48,69.74,1.61,114.69,136.14
73.29,142.29,192.82,27.38,2.58,89.75,141.66
261.18,135.85,142.92,90.36,2.56,12.8,202.44
278.31,261.51,20.55,44.07,3.09,134.06,237.58
128.79,342.08,83.37,81.79,1.01,49.3,163.19
19.93,247.59,131.09,40.11,3.31,24.99,134.6
16.62,342.74,73.39,85.39,2.34,17.77,132.47
174.32,113.19,58.31,64.39,3.14,109.46,171.05
120.9,212.61,117.59,15.82,1.27,107.08,145.28
13.45,185.71,187.03,65.67,2.23,106.52,126.55
177.06,14.54,11.82,20.75,1.13,137.78,115.2
8.33,227.16,155.0,42.37,4.39,55.6,150.43
237.27,267.99,145.93,18.69,2.49,86.36,222.59
95.4,240.85,192.97,4.16,1.2,94.83,147.95
16.88,297.15,186.49,22.76,0.3,147.02,123.01
178.56,232.82,153.64,54.56,3.41,50.29,205.2
122.32,36.03,106.48,49.19,1.15,143.67,115.85
292.27,55.41,44.83,51.15,4.95,26.57,218.05
165.54,242.63,111.32,26.27,2.72,115.78,192.16
86.2,117.24,154.24,69.15,1.52,96.77,125.23
214.28,41.06,179.66,71.02,3.32,123.45,196.33
85.09,177.55,158.99,37.08,1.45,9.16,120.2
271.75,226.19,43.08,88.35,4.12,16.33,233.47
115.54,138.21,121.94,65.11,1.61,15.11,125.08
167.21,290.97,69.77,71.88,4.94,90.98,230.52
19.92,261.07,6.8,29.18,3.07,92.43,123.96
130.71,139.8,44.04,2.06,4.24,136.39,171.08
250.55,304.4,27.08,86.81,0.46,72.8,191.61
242.67,262.99,169.33,82.6,1.81,14.87,212.65
71.17,258.6,55.41,14.07,3.71,35.38,150.92
71.69,225.84,60.52,38.66,3.31,6.17,137.36
246.11,14.44,192.19,66.81,1.05,117.62,170.26
279.47,281.64,78.92,65.91,1.85,123.26,232.71
33.13,156.66,6.87,86.31,1.39,149.7,97.56
137.77,377.62,60.35,15.75,3.11,64.77,197.56
104.55,329.01,28.26,44.13,1.79,7.8,144.27
261.85,239.2,25.05,11.53,1.61,39.04,187.56
29.64,108.35,20.11,40.18,1.12,90.23,70.84
67.28,89.45,120.69,3.48,2.1,144.48,116.49
226.98,142.75,41.92,90.03,1.06,20.02,153.51
20.13,195.86,75.44,53.65,4.82,22.63,139.55
150.3,125.47,173.09,85.28,0.86,106.76,148.57
135.42,210.82,87.75,7.87,4.58,101.75,194.17
103.65,74.49,183.56,24.29,2.2,41.32,125.51
121.4,391.31,102.1,27.42,1.95,122.91,192.59
161.33,52.09,82.77,39.9,1.23,23.67,113.41
52.6,373.46,151.33,80.68,3.22,139.23,195.61
173.74,366.3,19.27,39.88,3.46,34.15,206.64
242.6,214.89,22.45,22.06,2.39,16.8,183.98
229.25,292.72,132.13,8.37,0.37,54.23,184.63
50.4,180.06,99.95,9.79,4.6,32.24,145.99
49.03,255.71,159.13,76.48,4.9,81.41,188.04
84.11,142.82,183.67,45.59,2.21,104.59,143.19
111.52,127.45,80.73,73.17,3.11,76.18,147.56
125.49,235.51,121.3,68.86,2.31,100.79,172.1
205.51,204.27,102.64,15.27,1.68,57.91,173.83
21.72,236.02,196.41,16.0,0.48,9.05,95.49
15.23,121.8,167.06,76.02,2.33,146.24,120.07
120.61,153.11,182.79,72.68,4.11,123.81,193.78
210.66,42.72,54.6,39.05,0.18,15.65,110.0
62.06,30.39,155.64,9.59,2.95,70.13,110.01
194.24,108.85,56.77,3.19,4.42,97.08,189.1
81.65,38.96,45.7,30.24,1.17,32.64,72.72
266.4,50.47,189.13,2.9,1.0,88.81,173.6
269.23,327.04,8.76,24.55,3.88,82.38,247.49
92.7,25.16,193.25,43.11,1.35,35.2,100.94
72.85,266.99,34.11,13.9,1.04,25.48,108.47
126.33,116.3,164.79,12.22,1.95,115.05,146.27
75.96,349.9,58.8,89.85,2.02,51.78,156.28
203.35,199.15,73.39,59.38,4.38,40.39,209.92
248.69,129.17,47.27,93.58,3.13,111.99,205.51
203.56,211.88,119.18,35.89,2.09,111.73,193.36
248.18,158.96,72.88,68.36,2.72,45.08,196.37
122.11,230.08,133.19,22.06,4.77,131.52,208.39
51.11,54.67,8.05,62.6,0.65,104.8,64.39
222.7,398.83,17.55,14.7,1.12,55.14,197.98
111.34,175.97,24.43,2.2,4.82,66.99,165.91
203.02,145.81,86.7,93.29,4.79,110.37,221.13
84.84,286.98,163.89,56.38,0.97,35.68,141.43
28.96,151.92,178.19,92.84,0.81,72.97,101.09
297.81,334.98,52.74,34.72,2.16,99.77,244.92
51.08,187.17,117.0,34.12,0.34,83.23,96.47
296.58,290.63,154.83,41.26,3.31,93.21,267.73
293.3,51.91,61.32,71.19,0.48,84.2,163.84
239.18,339.99,84.76,57.45,0.38,33.89,192.97
199.53,296.93,107.17,92.68,2.48,64.48,211.38
175.45,92.57,31.3,4.49,4.79,82.14,178.06
260.5,66.66,10.07,71.4,2.19,118.11,176.77
90.38,133.35,34.8,34.37,1.85,99.82,114.16
142.97,390.67,127.24,19.66,4.99,66.86,241.25
187.72,110.16,19.36,52.02,2.71,146.29,167.77
126.3,187.89,41.99,51.5,1.94,20.63,131.72
131.11,21.71,70.88,15.43,1.99,34.99,104.07
102.43,164.92,20.18,21.79,1.06,54.49,103.17
171.45,232.81,42.38,42.0,2.61,38.14,170.57
255.92,381.72,182.7,42.06,2.25,95.69,258.43
64.45,211.53,8.76,33.12,1.43,10.73,95.73
280.66,329.45,132.42,16.56,0.89,30.73,217.58
208.28,223.38,79.96,2.43,1.63,47.54,171.73
247.87,25.91,136.17,97.08,2.59,104.09,188.96
169.08,132.85,119.79,94.46,0.39,132.0,147.2
234.96,234.46,48.58,49.4,0.85,120.78,184.02
9.78,380.73,170.21,99.52,4.74,31.4,191.4
246.42,345.06,100.93,68.02,2.76,86.98,243.97
16.84,99.06,165.39,8.75,0.41,9.35,59.8
267.52,95.84,84.17,13.54,3.5,50.03,200.1
297.63,88.46,197.01,91.78,0.4,121.87,199.8
91.75,369.77,155.25,63.75,3.72,71.22,206.81
67.04,342.54,193.36,84.63,3.77,26.74,193.43
230.78,312.2,105.29,90.03,3.29,68.59,239.19
79.64,163.17,97.37,45.9,3.69,33.71,144.06
260.34,206.71,152.31,6.76,0.53,62.01,186.27
35.34,191.09,176.66,20.45,3.66,75.74,147.18
42.16,108.83,193.01,8.52,0.77,55.69,88.33
293.85,206.96,68.29,20.5,1.76,140.86,218.81
203.78,21.89,160.75,42.23,4.72,86.57,198.0
254.83,61.41,46.08,13.58,2.56,127.22,180.03
100.68,355.77,111.39,18.34,4.84,115.31,219.87
204.56,303.16,40.07,45.69,0.54,100.87,176.2
180.3,174.92,72.74,35.34,2.44,77.05,169.71
182.93,211.69,186.61,47.83,0.41,5.32,155.17
206.35,154.3,33.49,44.06,3.19,93.95,184.74
174.73,298.9,128.32,65.16,0.49,56.61,171.21
131.57,315.83,120.63,93.84,0.96,22.08,160.98
86.4,307.68,28.54,12.57,1.37,69.47,132.58
231.73,291.82,68.57,11.73,3.77,111.66,235.79
71.75,89.76,114.78,85.57,0.9,144.44,107.64
209.24,141.81,41.5,51.63,4.25,59.25,196.06
73.83,193.24,161.12,77.11,0.75,83.69,123.81
189.47,139.01,194.57,23.11,0.27,128.43,158.44
225.39,304.43,46.88,83.23,2.04,53.43,204.95
69.52,138.45,41.45,92.54,4.9,25.63,148.3
22.68,63.91,93.71,64.28,0.64,45.87,58.83
43.64,165.63,150.81,12.38,0.6,135.37,103.72
183.77,392.17,59.91,89.74,3.78,28.11,230.83
255.59,98.09,8.88,79.66,1.63,52.74,163.51
18.27,248.74,110.54,75.59,3.61,72.37,146.27
221.57,178.86,191.54,5.6,1.08,127.83,189.07
105.69,37.7,81.3,80.3,2.35,140.97,126.5
146.17,200.27,86.93,15.52,1.4,66.74,144.12
279.01,283.84,193.94,23.79,2.31,140.13,255.55
102.93,210.16,140.45,58.56,3.87,28.41,172.42
142.27,350.12,145.24,27.97,3.83,27.74,213.19
9.04,122.69,114.73,66.81,2.63,142.64,112.85
29.07,43.64,195.05,61.59,4.65,78.9,137.34
81.28,375.26,139.33,12.6,1.39,31.96,155.41
13.22,157.5,179.53,66.29,1.28,75.76,100.87
191.26,234.8,141.38,92.55,3.11,118.57,218.32
130.79,318.88,148.35,17.79,3.14,124.9,206.02
166.7,136.48,61.63,60.51,0.33,130.28,133.74
56.52,289.3,64.18,35.5,3.08,87.59,152.96
92.3,62.81,157.68,47.04,1.93,130.71,126.47
200.83,123.6,62.86,30.13,3.76,78.95,185.77
289.76,66.44,114.74,36.7,4.06,93.02,224.92
19.87,326.38,53.62,4.83,2.81,115.01,141.09
267.66,96.83,164.31,98.19,0.11,66.69,172.53
175.18,289.79,26.55,63.23,3.22,15.67,188.96
171.36,377.89,166.74,51.07,3.77,55.77,239.15
152.58,215.83,122.53,39.6,1.32,95.47,160.66
25.47,220.61,41.45,54.86,2.38,32.89,106.6
31.51,189.8,110.7,39.25,4.83,26.52,147.55
182.27,137.1,60.09,37.27,1.56,47.5,143.6
105.58,195.51,68.08,47.47,1.19,9.66,115.64
275.59,245.09,73.55,29.05,1.13,112.8,207.11
124.94,394.54,17.35,19.64,2.84,42.51,182.4
47.27,375.73,197.26,56.55,4.75,23.01,204.06
215.84,346.24,11.15,84.59,3.08,106.37,227.91
91.54,356.76,134.19,16.98,1.59,127.22,172.67
160.01,192.46,77.39,5.21,3.23,7.88,164.24
210.86,266.4,130.97,26.19,3.16,38.87,213.15
270.58,359.08,74.47,98.01,3.02,142.06,267.7
238.7,163.25,136.38,83.22,0.88,60.86,179.25
204.53,385.09,147.2,60.39,3.21,141.1,256.25
205.49,172.16,139.66,93.07,2.21,44.76,186.71
284.05,244.42,27.22,45.64,0.19,36.62,179.51
92.27,286.82,133.09,98.36,2.74,36.05,170.65
5.33,380.73,59.6,31.04,4.95,17.36,167.14
85.23,105.4,10.62,25.55,1.81,134.98,106.77
69.28,300.99,85.89,64.53,4.83,147.08,201.78
200.24,213.12,89.54,39.06,0.57,143.4,170.14
191.94,114.74,96.1,63.38,3.69,128.54,195.1
180.07,312.88,142.44,31.89,0.66,127.8,188.23
9.79,225.37,65.22,62.56,1.44,100.86,101.77
219.99,267.78,66.48,29.02,2.9,124.8,216.6
100.44,135.93,16.81,7.0,3.0,35.21,120.93
201.19,197.7,138.93,91.39,3.9,61.25,217.66
169.19,250.77,115.73,88.55,3.12,97.92,205.46
106.11,167.92,73.14,97.14,3.01,131.84,161.62
44.7,87.37,142.51,72.22,4.57,100.77,147.62
32.85,385.04,109.78,68.91,2.32,126.66,167.24
250.3,209.47,96.5,56.78,1.2,73.72,191.28
275.93,296.23,104.71,14.34,0.89,109.01,216.5
196.69,170.31,129.09,20.55,2.06,147.1,187.12
35.51,148.5,133.7,30.37,3.59,27.26,124.97
123.6,168.79,61.35,89.24,0.31,139.4,126.86
220.04,169.59,32.44,18.95,0.73,80.74,151.79
235.05,222.23,35.54,92.44,0.62,98.27,177.08
39.87,221.95,129.68,53.23,2.97,132.29,149.48
5.01,203.89,175.21,72.13,1.29,64.4,105.29
215.08,62.57,84.85,12.8,0.91,65.71,136.13
110.2,203.47,38.06,28.37,3.0,81.44,150.6
80.07,75.95,152.54,95.93,3.83,7.77,138.31
8.8,59.19,167.34,28.08,1.73,77.02,80.73
164.39,373.73,176.71,31.06,2.93,47.21,221.19
256.09,245.93,123.33,21.36,0.58,139.55,201.9
287.5,267.2,172.84,14.65,4.68,17.72,268.73
171.89,166.7,8.01,24.86,1.75,71.6,142.79
156.77,364.5,25.91,64.95,4.99,142.38,242.16
30.09,258.79,23.05,46.63,4.9,135.65,165.69
166.92,309.98,143.96,56.27,3.92,106.7,230.73
117.09,153.74,18.57,13.99,0.2,90.46,98.31
184.1,384.4,101.79,80.61,2.76,45.71,222.15
119.67,329.98,97.18,78.84,0.53,58.21,152.94
75.89,343.04,65.59,4.12,4.49,18.07,179.22
33.01,77.16,174.73,39.58,3.97,118.99,136.19
97.9,115.68,38.23,8.74,4.86,51.96,149.67
33.51,121.39,73.73,79.63,3.08,101.83,118.2
57.18,115.65,155.96,74.25,2.66,56.85,125.23
296.26,343.61,10.93,90.39,2.64,72.33,248.4
136.01,22.44,136.23,25.17,1.99,85.48,124.57
161.9,39.68,164.2,46.72,2.4,121.27,156.14
262.72,116.83,186.79,20.08,3.21,35.62,212.02
298.69,87.95,175.88,38.38,4.67,62.82,246.78
176.9,100.43,67.28,53.18,3.02,23.86,155.13
244.68,321.2,119.34,7.23,4.3,15.99,247.63
101.45,229.62,20.07,72.06,4.33,92.68,175.54
95.19,12.25,55.28,55.24,2.64,32.42,98.84
123.8,177.44,23.37,83.24,1.8,13.67,125.93
203.39,169.08,66.46,28.63,3.23,135.08,196.77
206.25,54.44,175.66,90.53,2.28,82.48,175.43
98.0,273.7,72.7,99.87,0.5,24.52,125.99
44.3,283.82,114.57,92.09,1.95,12.75,132.06
191.56,291.15,89.51,78.23,4.97,22.38,234.02
42.86,294.1,94.49,81.61,0.34,73.34,114.36
175.66,10.02,194.07,58.23,3.51,101.93,175.19
209.56,382.03,62.75,20.64,4.22,97.99,249.73
211.68,327.54,127.33,68.35,3.28,25.94,229.19
227.27,362.55,86.91,71.85,2.89,96.86,241.55
262.49,16.1,16.92,98.57,3.57,63.71,183.67
152.49,374.2,100.42,55.05,2.2,72.39,200.32
220.42,325.82,163.6,28.59,0.55,121.21,207.13
187.66,336.52,24.26,69.0,4.82,53.21,233.12
60.06,46.38,18.57,97.98,2.22,26.31,83.1
12.58,298.12,34.96,19.37,3.36,131.65,141.99
88.94,384.37,154.06,33.95,2.7,35.76,184.87
135.69,274.63,146.18,55.1,0.37,47.63,149.31
187.05,232.52,115.18,18.68,4.77,107.46,228.11
255.74,378.8,96.3,4.18,3.98,104.11,268.29
62.89,182.75,178.22,35.02,0.83,121.06,122.56
42.04,243.72,154.51,86.81,4.91,31.66,175.82
289.23,195.77,163.33,6.26,3.71,56.08,244.04
36.87,373.81,163.59,44.04,2.41,23.25,158.16
146.15,39.67,130.33,76.7,3.1,83.45,152.57
177.74,205.44,94.31,95.41,0.62,47.42,152.33
164.71,277.91,173.61,98.58,2.85,104.9,215.79
30.38,318.84,185.57,43.35,0.46,5.05,115.76
21.82,237.38,9.64,95.14,2.77,13.65,110.76
36.12,364.48,15.05,5.47,2.81,67.72,142.43
177.75,377.38,191.95,75.1,4.38,143.94,270.24
165.58,35.08,59.05,64.99,3.65,134.17,163.52
73.95,166.92,175.31,26.45,1.32,149.13,134.12
193.14,19.15,80.82,51.72,4.45,65.44,175.0
246.92,138.47,28.22,14.7,2.91,11.75,177.56
17.27,219.38,20.69,87.42,3.07,49.36,116.1
151.95,365.21,35.52,37.07,0.93,102.99,172.22
208.35,340.16,53.73,63.35,4.3,24.6,234.0
79.43,59.72,100.26,17.56,4.66,48.5,137.71
95.79,46.28,141.79,22.2,3.9,13.14,131.5
186.02,239.81,197.35,99.21,4.71,73.87,243.62
269.89,217.53,91.09,75.8,1.58,35.29,201.72
243.93,113.89,106.05,96.27,4.32,18.23,213.41
177.02,360.79,106.75,30.99,2.5,64.63,209.21
220.42,371.67,110.19,18.13,0.9,55.93,202.78
112.62,167.02,105.96,51.3,3.38,82.94,162.57
194.08,357.22,6.71,50.48,3.45,113.61,223.96
142.52,159.74,5.34,19.14,1.51,21.32,117.46
61.03,297.36,24.04,73.86,0.23,119.71,116.35
212.01,195.62,24.8,37.45,1.08,8.81,148.91
169.16,57.81,142.45,20.26,2.06,69.25,143.89
110.79,371.89,44.96,34.53,0.92,90.18,156.24
273.85,187.1,179.47,57.24,1.05,143.76,216.93
11.18,296.45,186.08,73.19,2.02,88.22,142.49
98.15,153.2,195.3,49.23,4.81,28.02,180.51
21.78,17.36,188.12,53.51,3.84,80.04,115.43
231.13,49.21,58.02,15.62,1.67,62.39,146.92
212.12,203.53,104.41,91.64,4.76,74.51,233.0
102.75,279.09,39.21,93.01,3.26,33.58,166.09
204.32,140.55,162.21,68.98,2.33,77.62,187.69
121.8,281.24,178.24,3.73,2.39,26.76,172.01
228.09,282.47,171.0,54.63,2.11,112.89,227.47
138.98,284.54,89.51,63.66,1.24,91.12,164.59
126.62,202.08,152.94,99.48,1.99,16.39,156.33
280.75,366.81,24.03,99.61,2.69,133.99,259.62
79.01,200.79,12.85,86.05,2.69,94.38,136.76
40.53,185.6,151.88,8.26,3.83,50.84,142.05
177.44,87.76,87.94,95.42,1.86,11.62,140.88
290.95,129.99,199.13,62.04,3.61,96.67,247.14
116.46,26.51,23.96,80.49,2.93,59.15,116.39
23.3,257.08,171.85,41.9,4.81,136.6,183.39
105.1,106.93,98.6,33.33,1.99,10.06,112.87
154.25,128.62,166.29,47.4,4.52,10.67,186.45
52.77,310.62,164.34,16.39,4.12,142.65,192.74
199.14,137.62,183.62,36.99,3.22,144.91,208.53
299.34,104.46,63.08,86.05,3.31,9.02,209.65
138.26,75.93,190.21,5.72,0.51,108.82,123.64
109.64,312.19,34.58,16.79,4.76,37.12,190.07
123.21,60.59,20.98,14.26,0.62,106.7,91.34
38.97,186.96,89.17,41.5,2.86,130.97,133.05
265.57,207.7,166.52,99.7,1.72,19.62,211.42
127.37,278.08,97.32,18.99,2.21,39.62,162.1
119.25,256.98,166.71,16.26,3.09,8.49,173.35
199.61,326.18,147.29,91.68,4.55,11.36,246.34
135.4,27.45,45.84,88.44,2.34,9.29,111.9
196.23,125.61,190.03,5.16,4.94,121.1,224.9
23.13,119.25,16.85,75.67,3.0,48.25,95.51
245.05,66.95,180.16,66.24,0.89,76.52,169.83
282.45,122.78,64.37,77.24,1.03,119.24,188.27
196.39,130.81,102.53,50.46,3.61,76.77,190.79
286.6,213.53,87.36,99.16,0.35,67.23,195.65
49.67,268.84,38.51,6.3,2.45,6.68,117.85
145.84,158.63,74.84,24.97,0.83,87.37,129.28
182.53,290.59,42.62,40.86,2.22,23.09,178.42
176.61,141.1,44.76,46.08,3.77,115.87,184.19
123.43,123.21,41.48,92.29,2.35,42.37,131.04
104.73,221.06,100.36,56.88,0.9,102.76,135.78
42.41,19.25,160.6,6.42,1.33,98.7,80.37
120.56,41.12,115.95,41.97,1.9,94.42,120.72
52.98,173.01,179.18,42.82,0.44,43.71,100.12
221.64,377.74,129.13,96.62,2.96,43.73,244.24
66.61,291.39,139.42,60.72,3.08,130.14,177.58
22.28,44.37,135.18,64.29,0.4,6.86,51.59
167.95,340.06,92.64,71.9,2.07,31.32,192.05
180.59,295.6,139.42,77.46,2.13,93.47,205.97
262.21,248.27,18.59,64.24,1.74,123.47,208.31
175.21,329.91,172.67,25.25,2.83,56.96,215.53
106.92,167.6,156.67,87.66,1.8,99.75,150.44
241.89,96.39,52.82,73.75,2.14,85.79,176.3
164.38,209.69,154.77,74.7,4.01,14.36,200.65
28.39,224.05,7.47,99.66,0.89,95.15,94.94
171.93,219.95,47.36,80.65,3.13,123.02,193.39
272.87,230.38,17.7,83.26,2.58,148.91,227.2
121.91,379.99,157.14,95.24,1.59,9.3,183.18
92.42,361.88,152.4,16.81,3.66,100.71,203.96
47.32,351.53,163.66,50.78,2.8,65.11,170.64
49.68,322.55,5.87,58.9,2.44,6.42,128.7
132.67,377.94,102.74,34.27,3.37,94.08,212.18
180.73,48.41,142.44,84.26,4.03,22.75,175.65
28.78,113.4,35.3,76.72,4.87,59.89,129.13
282.17,203.07,131.71,72.65,3.18,42.9,234.7
227.76,340.15,21.4,99.72,4.38,57.37,246.69
178.05,207.01,40.36,27.42,0.11,76.44,134.47
249.39,301.73,97.78,74.07,2.7,57.09,231.21
28.66,64.19,132.45,56.04,1.15,85.15,79.82
145.67,108.44,33.44,32.67,0.56,39.6,102.6
190.88,295.39,41.12,17.74,2.71,97.13,198.54
249.45,74.25,44.87,89.8,3.76,128.8,206.05
236.12,147.03,51.55,60.35,2.12,37.49,175.05
86.74,113.3,49.18,82.84,3.38,78.64,135.56
282.56,146.45,82.05,55.44,2.5,99.06,212.52
41.68,286.25,132.49,23.56,2.24,86.87,142.81
263.16,153.46,90.42,35.08,1.52,58.02,184.56
291.43,226.55,156.31,39.39,1.97,98.12,233.61
57.26,48.97,145.26,97.35,1.81,9.1,92.8
218.01,323.96,29.67,2.55,3.27,58.64,214.49
16.88,154.26,14.52,98.6,0.67,82.23,72.0
124.6,262.93,176.2,98.09,0.55,7.99,148.17
157.3,292.9,20.57,99.62,3.33,78.61,196.35
176.29,91.77,33.93,48.71,2.78,99.87,155.46
281.1,355.02,9.32,96.45,2.21,115.09,244.87
203.31,250.33,127.53,40.77,0.85,21.44,170.52
146.98,177.2,118.56,4.58,2.11,148.63,166.48
243.85,81.11,197.45,23.99,3.97,92.89,219.26
285.41,377.5,177.95,94.64,4.46,57.66,301.36
11.51,304.48,85.11,3.35,3.54,41.12,137.91
294.84,91.13,77.46,55.51,0.39,88.07,172.45
30.41,141.71,62.89,9.41,3.39,132.85,121.58
245.24,325.77,34.72,30.07,1.28,80.48,202.75
87.7,281.31,31.93,10.63,1.64,100.91,137.0
43.99,308.66,30.8,86.23,1.06,56.87,117.0
134.76,182.07,27.25,59.92,3.9,61.28,168.11
194.97,289.43,51.9,90.41,3.28,46.5,208.84
117.38,160.73,64.8,69.46,3.1,107.32,158.33
21.1,92.39,192.51,97.16,3.37,57.08,124.67
181.84,256.74,117.8,51.97,1.26,32.65,170.75
271.21,390.65,197.58,64.59,2.28,58.56,265.68
118.05,131.13,77.63,58.48,3.2,128.8,158.3
68.82,189.78,94.24,49.46,3.22,112.05,149.66
135.56,272.86,68.29,84.9,3.98,53.52,195.26
19.27,221.19,40.66,65.16,1.51,136.49,107.64
247.04,338.94,32.92,80.53,3.87,15.85,240.09
248.77,307.08,189.29,79.06,2.26,12.21,232.91
178.46,32.74,197.43,20.72,3.38,23.48,163.9
109.17,399.38,13.76,65.72,2.33,21.89,170.46
240.94,303.44,34.32,21.57,4.75,17.74,238.25
168.63,346.92,87.59,59.17,0.98,100.89,185.71
248.65,263.97,41.34,68.39,3.41,92.12,230.22
191.28,343.95,75.96,99.73,2.93,98.9,225.38
236.4,53.83,30.17,4.99,0.95,104.81,140.27
181.58,145.62,94.02,10.94,0.42,114.75,140.51
127.17,351.8,57.98,9.55,4.02,35.04,196.37
287.59,88.65,73.62,41.04,0.87,95.23,175.27
164.63,40.51,23.39,82.52,1.01,89.11,114.29
183.5,317.37,88.48,84.72,4.89,141.83,253.31
70.04,335.84,196.74,74.22,3.61,38.69,192.14
189.57,73.43,69.12,89.89,1.33,13.51,131.81
173.62,343.19,175.9,33.64,3.0,99.76,227.74
59.53,277.84,169.42,10.64,2.72,112.33,163.46
22.58,212.83,190.65,7.7,4.24,46.06,151.44
183.29,333.8,159.07,85.51,3.67,87.77,240.76
230.29,173.51,133.62,73.58,4.18,13.63,218.9
159.4,85.66,172.03,70.46,1.14,144.21,152.42
71.9,121.09,19.75,35.29,3.24,20.94,111.17
201.62,207.01,95.25,39.23,0.3,14.8,146.94
28.63,217.22,197.9,95.9,0.44,11.4,102.45
135.34,324.18,155.07,8.25,3.6,66.95,207.05
53.19,318.63,192.6,77.83,0.22,19.09,127.83
59.42,236.73,157.03,32.34,2.94,112.97,158.96
64.68,314.51,175.6,5.83,4.22,135.34,199.27
119.08,84.79,142.77,74.77,1.96,42.73,129.32
20.09,29.53,153.3,34.43,0.32,96.17,59.6
122.35,350.72,107.02,72.77,3.6,11.14,198.05
155.95,39.47,185.23,71.35,4.66,61.05,184.18
147.57,106.21,165.88,54.41,3.61,47.48,171.93
117.92,281.17,169.56,78.18,2.93,38.15,186.39
252.55,169.68,136.24,58.94,1.23,98.48,194.47
47.87,351.76,64.39,30.09,0.18,23.88,108.38
154.18,126.21,11.95,73.94,3.5,129.8,168.13
23.3,14.63,187.45,59.74,1.23,101.4,80.03
25.99,127.26,119.29,3.25,4.3,108.06,134.85
174.29,235.45,63.14,90.36,2.39,140.62,192.18
171.98,156.62,34.08,55.47,2.7,141.64,172.52
264.02,218.6,166.76,87.13,3.79,84.99,252.72
169.57,351.87,168.12,88.51,3.92,76.83,242.59
288.14,365.87,163.83,45.61,3.25,53.63,274.34
19.36,113.73,130.79,51.75,4.7,108.76,142.07
33.91,190.23,76.37,42.74,4.91,83.04,153.5
18.0,224.17,64.29,46.04,4.74,140.27,158.42
59.66,380.15,6.67,89.72,4.14,39.6,177.88
164.67,399.46,167.55,79.24,3.56,49.99,239.68
195.44,101.81,22.05,14.4,3.35,50.83,161.17
18.45,293.52,128.0,61.81,0.61,121.87,118.87
284.06,157.43,103.29,99.6,1.43,19.36,194.92
253.44,13.16,107.7,60.36,0.13,71.07,138.78
92.5,13.61,185.71,79.02,0.77,67.0,97.13
27.77,189.62,11.16,77.37,2.25,15.61,94.57
55.12,200.45,155.81,36.33,0.82,64.57,111.1
42.45,18.8,15.15,38.44,4.52,79.44,106.54
41.37,277.9,12.44,72.96,4.05,14.44,144.17
157.98,124.66,88.81,51.0,0.45,78.93,125.15
77.52,228.36,17.3,57.92,1.32,144.09,126.48
